name,team,form,selected,price,week1,week2,week3
George Hirst,Ipswich,2.8,5534.0,5.4,0.0,0.0,0.0
Hwang Ui-jo,Nott'm Forest,0.0,164813.0,4.5,0.0,0.0,0.0
Igor Thiago Nascimento Rodrigues,Brentford,0.0,1964.0,5.9,0.0,0.0,0.0
Iliman Ndiaye,Everton,3.4,120544.0,5.4,3.46,3.44,3.32
Ivan Toney,Brentford,0.0,140044.0,7.3,0.0,0.0,0.0
Jamie Vardy,Leicester,4.2,1090414.0,5.7,2.97,2.99,3.04
Jay Stansfield,Fulham,0.0,4699.0,5.0,0.0,0.0,0.0
Jean-Philippe Mateta,Crystal Palace,2.8,324575.0,7.3,3.41,3.45,3.35
Jhon Durán,Aston Villa,1.0,398736.0,6.0,3.07,2.93,2.99
Joshua Zirkzee,Man Utd,1.8,218550.0,6.6,3.52,3.38,3.31
João Pedro Junqueira de Jesus,Brighton,2.2,669482.0,5.4,3.34,3.49,3.77
Julián Álvarez,Man City,0.0,10631.0,7.0,0.0,0.0,0.0
Jørgen Strand Larsen,Wolves,4.0,163910.0,5.6,3.52,3.35,3.3
Kai Havertz,Arsenal,2.8,1257354.0,8.0,4.61,4.41,4.44
Leon Chiwome,Wolves,0.0,284243.0,4.5,0.0,0.0,0.0
Liam Delap,Ipswich,5.2,479762.0,5.6,4.45,4.29,4.37
Marc Guiu Paz,Chelsea,0.0,61541.0,4.8,0.0,0.0,0.0
Mark O’Mahony,Brighton,0.0,32257.0,4.5,0.0,0.0,0.0
Matheus Santos Carneiro Da Cunha,Wolves,6.0,295049.0,6.8,3.93,3.75,3.77
Michail Antonio,West Ham,5.0,282285.0,5.4,3.41,3.41,3.65
Nathan Butler-Oyedeji,Arsenal,0.0,21790.0,4.5,0.0,0.0,0.0
Nathan Fraser,Wolves,0.0,205729.0,4.5,0.0,0.0,0.0
Neal Maupay,Everton,0.0,35967.0,4.9,0.0,0.0,0.0
Niclas Füllkrug,West Ham,0.0,94818.0,6.7,0.0,0.0,0.0
Nicolas Jackson,Chelsea,4.0,1779425.0,7.9,4.29,4.29,4.51
Norberto Bercique Gomes Betuncal,Everton,1.8,70256.0,5.0,2.23,2.18,2.44
Odsonne Edouard,Leicester,0.4,28321.0,5.2,1.71,1.67,1.71
Ollie Watkins,Aston Villa,3.2,2485185.0,9.0,5.56,5.8,5.68
Patson Daka,Leicester,0.0,11731.0,4.8,0.0,0.0,0.0
Paul Onuachu,Southampton,0.8,22693.0,4.9,1.59,1.49,1.49
Rasmus Højlund,Man Utd,3.6,125418.0,6.9,3.04,3.1,2.91
Raúl Jiménez,Fulham,4.2,1130127.0,5.8,4.17,4.14,4.16
Richarlison de Andrade,Spurs,0.2,40478.0,6.8,0.0,0.0,0.0
Rodrigo Muniz Carvalho,Fulham,1.6,200401.0,5.6,2.41,2.29,2.3
Romelu Lukaku Bolingoli,Chelsea,0.0,22203.0,6.3,0.0,0.0,0.0
Ross Stewart,Southampton,0.2,248150.0,4.5,0.0,0.0,0.0
Saša Kalajdžić,Wolves,0.0,4552.0,4.8,0.0,0.0,0.0
Sékou Mara,Southampton,0.0,3296.0,5.0,0.0,0.0,0.0
Taiwo Awoniyi,Nott'm Forest,0.8,34427.0,5.6,0.0,1.84,2.03
Tom Cannon,Leicester,0.0,55075.0,4.5,0.0,0.0,0.0
Will Lankshear,Spurs,0.0,180498.0,4.5,0.0,0.0,0.0
William Osula,Newcastle,0.6,16503.0,5.0,0.0,0.0,0.0
Yoane Wissa,Brentford,5.2,691218.0,6.1,4.22,4.12,4.01
Youssef Ramalho Chermiti,Everton,0.0,1346.0,4.9,0.0,0.0,0.0
Zach Marsh,Crystal Palace,0.0,0.0,4.5,0.0,0.0,0.0
