name,team,form,selected,price,week1,week2,week3
Cameron Peupion,Brighton,0.0,5608.0,4.5,0.0,0.0,0.0
Carlos Alcaraz Durán,Southampton,0.0,2641.0,4.9,0.0,0.0,0.0
Carlos Baleba,Brighton,1.8,27927.0,5.0,0.0,0.0,0.0
Carlos Henrique Casimiro,Man Utd,2.8,45793.0,4.8,3.74,3.85,3.73
Carlos Roberto Forbs Borges,Wolves,0.6,2396.0,5.5,1.52,1.75,1.59
Carlos Soler,West Ham,0.8,2020.0,5.0,1.77,1.78,1.81
Carney Chukwuemeka,Chelsea,0.0,5113.0,4.8,0.0,0.0,0.0
Cesare Casadei,Chelsea,0.0,14161.0,4.4,0.0,0.0,0.0
Cheick Doucouré,Crystal Palace,0.4,6087.0,4.9,2.34,2.33,2.39
Chiedozie Ogbene,Ipswich,0.4,1093.0,4.9,0.0,0.0,0.0
Christian Eriksen,Man Utd,1.4,22459.0,5.4,2.18,2.26,2.42
Christian Nørgaard,Brentford,3.4,23154.0,4.8,0.0,0.0,0.0
Christopher Nkunku,Chelsea,0.6,268857.0,5.9,1.81,1.89,1.8
Cole Palmer,Chelsea,4.6,5684380.0,10.9,5.55,6.26,5.53
Conor Chaplin,Ipswich,1.8,11632.0,5.1,2.22,2.41,2.34
Conor Gallagher,Chelsea,0.0,16305.0,5.9,0.0,0.0,0.0
Crysencio Summerville,West Ham,2.6,54487.0,5.7,2.79,2.75,2.76
Curtis Jones,Liverpool,5.0,65953.0,5.3,2.8,2.9,2.84
Daichi Kamada,Crystal Palace,0.8,16561.0,5.1,0.0,0.0,0.0
Dango Ouattara,Bournemouth,1.2,2836.0,5.0,2.56,2.48,2.47
Daniel Castelo Podence,Wolves,0.0,2659.0,5.5,0.0,0.0,0.0
Danilo dos Santos de Oliveira,Nott'm Forest,0.0,1581.0,4.7,0.0,0.0,0.0
David Brooks,Bournemouth,0.8,1484.0,4.9,1.57,1.51,1.47
David Ozoh,Crystal Palace,0.0,143.0,4.5,0.0,0.0,0.0
Declan Rice,Arsenal,2.6,293833.0,6.3,3.79,3.42,3.52
Dejan Kulusevski,Spurs,3.6,467160.0,6.3,4.89,5.09,4.73
Diogo Teixeira da Silva,Liverpool,1.8,356994.0,7.2,1.43,1.51,1.43
Dominik Szoboszlai,Liverpool,1.2,170118.0,6.3,2.59,2.63,2.54
Dwight McNeil,Everton,2.4,1061489.0,5.7,3.6,3.54,3.66
Eberechi Eze,Crystal Palace,2.0,962152.0,6.6,1.93,1.87,2.0
Edson Álvarez Velázquez,West Ham,0.4,12126.0,5.0,1.54,1.54,1.53
Elliot Anderson,Nott'm Forest,2.6,28589.0,5.0,2.46,2.36,2.39
Emile Smith Rowe,Fulham,4.2,2739554.0,5.7,3.98,3.92,4.07
Emiliano Buendía Stati,Aston Villa,0.2,9165.0,5.2,0.0,0.0,0.0
Endo Wataru,Liverpool,0.8,15940.0,4.7,0.0,0.0,0.0
Enso González,Wolves,0.0,2889.0,4.4,0.0,0.0,0.0
Enzo Barrenechea,Aston Villa,0.0,2249.0,4.9,0.0,0.0,0.0
Enzo Fernández,Chelsea,1.8,121291.0,4.8,2.87,2.93,2.96
Eric da Silva Moreira,Nott'm Forest,0.2,7529.0,4.5,0.0,0.0,0.0
Ethan Brierley,Brentford,0.0,9084.0,4.5,0.0,0.0,0.0
Ethan Nwaneri,Arsenal,0.6,35853.0,4.5,1.33,1.29,1.31
Facundo Buonanotte,Leicester,4.2,273372.0,5.0,4.84,4.63,5.33
Facundo Pellistri Rebollo,Man Utd,0.0,856.0,5.0,0.0,0.0,0.0
Federico Chiesa,Liverpool,0.0,16491.0,6.8,0.0,0.0,0.0
Flynn Downes,Southampton,1.6,5997.0,4.8,2.34,2.38,2.37
Francisco Jorge Tomás Oliveira,Wolves,0.0,11702.0,4.5,0.0,0.0,0.0
Franco Umeh-Chibueze,Crystal Palace,0.0,2884.0,4.5,0.0,0.0,0.0
Frank Onyeka,Brentford,0.0,1669.0,4.9,0.0,0.0,0.0
Fábio Ferreira Vieira,Arsenal,0.0,1215.0,5.4,0.0,0.0,0.0
Fábio Freitas Gouveia Carvalho,Brentford,1.8,120793.0,4.8,2.64,2.79,2.69
Gabriel Martinelli Silva,Arsenal,3.8,359318.0,6.9,4.81,4.07,4.5
Garang Kuol,Newcastle,0.0,4992.0,4.5,0.0,0.0,0.0
George Earthy,West Ham,0.0,3507.0,4.5,0.0,0.0,0.0
Georginio Rutter,Brighton,5.2,159876.0,5.6,3.81,3.84,4.29
Giovani Lo Celso,Spurs,0.0,3592.0,4.9,0.0,0.0,0.0
Gonçalo Manuel Ganchinho Guedes,Wolves,0.8,6937.0,5.3,0.0,1.76,1.78
Guido Rodríguez,West Ham,1.8,8242.0,4.9,2.41,2.42,2.42
Gustavo Nunes Fernandes Gomes,Brentford,0.0,281.0,4.9,0.0,0.0,0.0
Hamed Traorè,Bournemouth,0.0,7045.0,4.5,0.0,0.0,0.0
Hamza Choudhury,Leicester,0.0,40798.0,4.4,0.0,0.0,0.0
Hannibal Mejbri,Man Utd,0.0,5002.0,4.5,0.0,0.0,0.0
Harrison Armstrong,Everton,0.0,22736.0,4.5,0.0,0.0,0.0
Harrison Reed,Fulham,0.4,3875.0,4.8,0.0,0.0,0.0
Harry Wilson,Fulham,4.2,22039.0,5.2,3.36,3.32,3.31
Harry Winks,Leicester,2.2,1355527.0,4.5,1.94,1.99,1.95
Harvey Barnes,Newcastle,2.8,277300.0,6.3,3.71,3.79,3.63
Harvey Elliott,Liverpool,0.0,24187.0,5.2,0.0,0.0,0.0
Hwang Hee-chan,Wolves,0.2,27250.0,6.1,1.8,1.71,1.83
Ibrahim Osman,Brighton,0.0,415.0,5.0,0.0,0.0,0.0
Ibrahim Sangaré,Nott'm Forest,0.0,107512.0,4.4,0.0,0.0,0.0
Idrissa Gueye,Everton,2.0,6346.0,4.9,2.57,2.5,2.5
Ilkay Gündogan,Man City,2.6,65989.0,6.5,2.88,2.91,2.87
Isaac Hayden,Newcastle,0.0,8426.0,4.5,0.0,0.0,0.0
Ismaïla Sarr,Crystal Palace,1.8,24178.0,5.7,2.74,3.08,2.83
Ismeal Kabia,Arsenal,0.0,1323.0,4.5,0.0,0.0,0.0
Jack Clarke,Ipswich,1.2,4223.0,5.5,2.43,2.49,2.5
Jack Fletcher,Man Utd,0.0,591.0,4.5,0.0,0.0,0.0
Jack Grealish,Man City,0.6,22265.0,6.4,2.4,2.37,2.34
Jack Harrison,Everton,2.0,16459.0,5.3,2.81,2.85,2.86
Jack Hinshelwood,Brighton,1.4,12929.0,5.0,2.36,2.36,2.27
Jack Taylor,Ipswich,0.2,2561.0,4.8,0.0,0.0,0.0
Jacob Murphy,Newcastle,1.2,35130.0,5.0,2.5,2.43,2.42
Jacob Ramsey,Aston Villa,1.8,34544.0,5.4,1.31,1.28,1.28
Jacob Wright,Man City,0.0,320.0,4.5,0.0,0.0,0.0
Jaden Philogene,Aston Villa,0.6,4511.0,5.3,1.99,2.07,1.89
Jadon Sancho,Chelsea,0.6,120383.0,6.3,0.0,0.0,0.0
Jaidon Anthony,Bournemouth,0.0,15759.0,4.5,0.0,0.0,0.0
Jakub Moder,Brighton,0.4,106784.0,4.4,0.0,0.0,0.0
James Garner,Everton,0.6,1679.0,5.0,0.0,0.0,0.0
James Maddison,Spurs,5.0,718936.0,7.6,3.9,3.88,4.02
James McAtee,Man City,0.0,4426.0,4.7,0.0,0.0,0.0
James McConnell,Liverpool,0.0,6253.0,4.4,0.0,0.0,0.0
James Milner,Brighton,0.0,4982.0,5.0,0.0,0.0,0.0
James Ward-Prowse,Nott'm Forest,0.0,62716.0,6.2,2.04,2.07,2.1
Jarrod Bowen,West Ham,5.2,747625.0,7.5,5.15,5.09,5.09
Jean-Ricner Bellegarde,Wolves,1.8,8595.0,5.0,2.48,2.43,2.35
Jefferson Lerma Solís,Crystal Palace,0.6,4953.0,4.8,1.74,1.69,1.71
Jeffrey Schlupp,Crystal Palace,0.6,7719.0,4.7,1.52,1.53,1.56
Jens Cajuste,Ipswich,0.8,5082.0,4.5,1.86,1.79,1.83
Jenson Metcalfe,Everton,0.0,534.0,4.5,0.0,0.0,0.0
Jeremy Sarmiento Morante,Brighton,0.0,1227.0,4.9,0.0,0.0,0.0
Jesper Lindstrøm,Everton,1.2,6855.0,5.1,2.64,2.77,2.66
Jesurun Rak-Sakyi,Crystal Palace,0.0,4501.0,4.5,0.0,0.0,0.0
Joe Aribo,Southampton,3.0,8181.0,4.9,2.24,2.37,2.33
Joe Hodge,Wolves,0.0,28699.0,4.5,0.0,0.0,0.0
Joe White,Newcastle,0.0,18086.0,4.5,0.0,0.0,0.0
Joe Willock,Newcastle,1.4,21649.0,4.8,2.27,2.27,2.33
Joelinton Cássio Apolinário de Lira,Newcastle,4.0,150867.0,6.0,3.08,3.08,3.23
John McGinn,Aston Villa,1.2,84736.0,5.2,2.37,2.35,2.27
Jordan Ayew,Leicester,3.4,24342.0,5.2,3.23,3.12,3.69
Jorge Luiz Frello Filho,Arsenal,0.4,25557.0,4.8,1.36,0.0,1.49
Josh Bowler,Nott'm Forest,0.0,2669.0,4.5,0.0,0.0,0.0
Josh Dasilva,Brentford,0.0,456.0,4.8,0.0,0.0,0.0
Josh King,Fulham,0.0,10157.0,4.5,0.0,0.0,0.0
João Félix Sequeira,Chelsea,0.2,54108.0,6.1,0.0,0.0,0.0
João Pedro Ferreira Silva,Nott'm Forest,1.0,11704.0,5.9,1.86,1.87,1.95
João Victor Gomes da Silva,Wolves,1.6,11218.0,4.9,2.56,2.48,2.43
Julio Enciso,Brighton,0.6,7879.0,5.4,0.0,1.4,1.43
Justin Devenny,Crystal Palace,0.4,1085.0,4.5,1.75,1.83,1.75
Justin Kluivert,Bournemouth,4.8,48841.0,5.3,3.91,4.06,4.44
Jérémy Doku,Man City,2.4,174531.0,6.3,2.2,2.15,2.17
Kacper Kozłowski,Brighton,0.0,67.0,4.5,0.0,0.0,0.0
Kadan Young,Aston Villa,0.0,26468.0,4.5,0.0,0.0,0.0
Kaden Rodney,Crystal Palace,0.0,2584.0,4.5,0.0,0.0,0.0
Kalvin Phillips,Ipswich,1.0,6691.0,4.9,1.4,1.38,1.48
Kamaldeen Sulemana,Southampton,0.4,556.0,5.0,0.0,0.0,0.0
Kasey McAteer,Leicester,0.4,3503.0,4.7,0.0,0.0,0.0
Keane Lewis-Potter,Brentford,3.4,13702.0,5.0,3.03,3.15,2.99
Kevin De Bruyne,Man City,0.2,409033.0,9.4,2.94,2.97,2.95
Kevin Schade,Brentford,1.2,9200.0,5.1,2.12,2.12,2.08
Kiernan Dewsbury-Hall,Chelsea,0.0,13113.0,5.6,0.0,0.0,0.0
Kobbie Mainoo,Man Utd,1.2,275329.0,5.2,1.04,1.06,1.02
Leander Dendoncker,Aston Villa,0.0,30209.0,4.5,0.0,0.0,0.0
Leandro Trossard,Arsenal,1.8,221472.0,6.9,3.94,4.07,3.46
Leon Bailey,Aston Villa,2.2,108039.0,6.3,3.38,3.37,3.45
Lesley Ugochukwu,Southampton,0.2,37393.0,4.5,1.37,1.39,1.44
Lewis Cook,Bournemouth,2.8,28833.0,5.0,3.21,3.2,3.34
Lewis Dobbin,Aston Villa,0.0,222.0,5.0,0.0,0.0,0.0
Lewis Miley,Newcastle,0.0,670.0,5.0,0.0,0.0,0.0
Lewis O'Brien,Nott'm Forest,0.0,90.0,5.0,0.0,0.0,0.0
Lucas Bergvall,Spurs,0.4,83743.0,4.4,1.3,1.27,1.27
Lucas Tolentino Coelho de Lima,West Ham,2.6,157651.0,5.8,2.21,2.23,2.21
Luis Díaz,Liverpool,2.2,2630322.0,7.7,3.99,3.84,3.87
Luis Guilherme Lira dos Santos,West Ham,0.4,2757.0,4.7,0.0,0.0,0.0
Luis Sinisterra,Bournemouth,0.4,22527.0,5.0,0.0,0.0,0.0
Luke Cundle,Wolves,0.0,26428.0,4.5,0.0,0.0,0.0
Luke Harris,Fulham,0.0,510.0,4.5,0.0,0.0,0.0
Mahmoud Dahoud,Brighton,0.0,1272.0,4.9,0.0,0.0,0.0
Malcolm Ebiowei,Crystal Palace,0.0,290.0,4.5,0.0,0.0,0.0
Manor Solomon,Spurs,0.0,2716.0,5.4,0.0,0.0,0.0
Manuel Ugarte,Man Utd,0.6,8375.0,4.9,0.0,1.56,1.58
Marcus Myers-Harness,Ipswich,0.0,1016.0,4.9,0.0,0.0,0.0
Marcus Rashford,Man Utd,2.4,361446.0,6.9,3.58,3.6,3.36
Marcus Tavernier,Bournemouth,2.2,38694.0,5.5,3.69,3.72,3.72
Mario Lemina,Wolves,1.6,44890.0,5.0,3.2,3.02,3.03
Martial Godo,Fulham,0.0,3816.0,4.5,0.0,0.0,0.0
Martin Ødegaard,Arsenal,1.4,349669.0,8.2,4.25,4.07,4.34
Mason Mount,Man Utd,0.0,10749.0,6.3,0.0,0.0,0.0
Massimo Luongo,Ipswich,0.2,35479.0,4.5,0.0,0.0,0.0
Mateo Kovačić,Man City,4.8,419178.0,5.6,0.0,0.0,0.0
Mateus Gonçalo Espanha Fernandes,Southampton,2.4,3136.0,5.0,2.71,2.86,2.75
Matheus França de Oliveira,Crystal Palace,0.0,53875.0,4.4,0.0,0.0,0.0
Matheus Luiz Nunes,Man City,2.4,47386.0,4.9,2.45,2.46,2.45
Mathias Jensen,Brentford,0.8,7565.0,5.3,2.05,2.12,2.03
Mats Wieffer,Brighton,0.8,6956.0,4.8,1.9,1.75,1.73
Matt O'Riley,Brighton,1.6,498.0,5.5,0.0,0.0,2.54
Maxwel Cornet,Southampton,0.0,2805.0,4.8,0.0,0.0,0.0
Michael Golding,Leicester,0.0,31901.0,4.4,0.0,0.0,0.0
Miguel Almirón Rejala,Newcastle,0.8,43776.0,5.5,0.0,0.0,0.0
Mikel Merino,Arsenal,2.6,10626.0,6.0,3.27,2.83,3.05
Mikey Moore,Spurs,1.0,33993.0,4.5,0.74,0.0,0.0
Mikkel Damsgaard,Brentford,5.6,65855.0,5.0,4.03,4.26,3.89
Mitoma Kaoru,Brighton,2.4,560367.0,6.4,2.6,2.61,2.79
Mohamed Salah,Liverpool,9.6,5069754.0,12.9,4.69,4.66,4.64
Mohammed Kudus,West Ham,2.2,269407.0,6.2,0.0,0.0,0.0
Moisés Caicedo Corozo,Chelsea,3.8,146550.0,4.9,3.26,3.13,3.29
Morgan Gibbs-White,Nott'm Forest,1.2,125232.0,6.3,2.46,2.25,2.57
Morgan Rogers,Aston Villa,4.0,2332069.0,5.4,4.52,3.94,4.65
Moussa Diaby,Aston Villa,0.0,1783.0,6.5,0.0,0.0,0.0
Mykhailo Mudryk,Chelsea,0.8,25533.0,6.2,1.84,1.81,1.81
Myles Lewis-Skelly,Arsenal,0.2,6715.0,4.5,0.0,0.0,0.0
Myles Peart-Harris,Brentford,0.0,2120.0,4.5,0.0,0.0,0.0
Naouirou Ahamada,Crystal Palace,0.0,13152.0,4.5,0.0,0.0,0.0
Nathan Broadhead,Ipswich,0.0,1018.0,4.9,0.0,0.0,0.0
Nico O'Reilly,Man City,0.0,1679.0,5.0,0.0,0.0,0.0
Nicolás Domínguez,Nott'm Forest,1.8,3680.0,4.8,2.19,2.23,2.51
Noni Madueke,Chelsea,3.2,793888.0,6.4,4.17,3.53,3.47
Oliver Skipp,Leicester,0.8,4571.0,4.8,1.49,1.49,1.48
Omari Giraud-Hutchinson,Ipswich,1.6,31201.0,5.2,2.22,2.21,2.26
Omari Kellyman,Chelsea,0.0,3196.0,4.4,0.0,0.0,0.0
Orel Mangala,Everton,1.6,1356.0,5.0,1.96,1.98,1.96
Oscar Bobb,Man City,0.0,6782.0,4.7,0.0,0.0,0.0
Pablo Sarabia,Wolves,0.0,10047.0,5.1,1.65,1.53,1.65
Pape Matar Sarr,Spurs,2.2,20647.0,4.8,2.45,2.38,2.36
Paris Maghoma,Brentford,0.0,112.0,4.5,0.0,0.0,0.0
Pascal Groß,Brighton,0.0,2734.0,6.5,0.0,0.0,0.0
Pedro Lomba Neto,Chelsea,3.4,75229.0,6.2,3.5,3.63,3.61
Phil Foden,Man City,2.6,735577.0,9.2,3.77,3.77,3.92
Philip Billing,Bournemouth,0.0,5437.0,4.8,0.0,0.0,0.0
Pierre-Emile Højbjerg,Spurs,0.0,330.0,5.0,0.0,0.0,0.0
Raheem Sterling,Arsenal,0.4,99551.0,6.7,2.06,2.06,2.24
Ramón Sosa,Nott'm Forest,0.8,4128.0,5.5,0.0,0.0,0.0
Reiss Nelson,Fulham,2.2,10985.0,5.0,3.75,3.67,3.6
Renato Palma Veiga,Chelsea,0.0,24497.0,4.5,0.0,0.0,0.0
Rodrigo 'Rodri' Hernandez,Man City,0.0,97759.0,6.3,0.0,0.0,0.0
Rodrigo Bentancur,Spurs,1.8,19871.0,5.0,0.0,0.0,0.0
Rodrigo Martins Gomes,Wolves,0.4,8057.0,5.2,0.0,1.49,0.0
Romain Faivre,Bournemouth,0.0,646.0,5.0,0.0,0.0,0.0
Roméo Lavia,Chelsea,1.8,100662.0,4.5,2.26,2.28,2.28
Ross Barkley,Aston Villa,1.6,33909.0,5.2,3.12,2.66,2.65
Ryan Christie,Bournemouth,2.6,19954.0,4.9,2.54,2.53,2.66
Ryan Fraser,Southampton,-0.4,2868.0,4.8,0.0,0.0,0.0
Ryan Gravenberch,Liverpool,2.4,99467.0,5.0,2.32,2.28,2.36
Ryan Trevitt,Brentford,0.0,5588.0,4.5,0.0,0.0,0.0
Ryan Yates,Nott'm Forest,3.4,36058.0,4.9,3.18,3.04,3.02
Salah-Eddine Oulad M'hand,Arsenal,0.0,1383.0,4.5,0.0,0.0,0.0
Sam Morsy,Ipswich,2.8,23265.0,4.9,2.94,2.82,2.9
Sam Szmodics,Ipswich,4.2,27580.0,5.8,3.02,3.67,3.77
Samuel Amo-Ameyaw,Southampton,0.0,11138.0,4.5,0.0,0.0,0.0
Samuel Edozie,Southampton,0.0,1238.0,4.9,0.0,0.0,0.0
Samuel Iling-Junior,Aston Villa,0.0,2470.0,5.4,0.0,0.0,0.0
Sander Berge,Fulham,2.2,2322.0,5.0,2.76,2.74,2.75
Sandro Tonali,Newcastle,2.0,33345.0,5.5,2.34,2.42,2.44
Saša Lukić,Fulham,0.4,4226.0,4.8,2.0,2.0,1.98
Scott McTominay,Man Utd,0.0,18502.0,4.9,0.0,0.0,0.0
Sean Longstaff,Newcastle,2.0,56267.0,4.7,2.28,2.27,2.21
Shea Charles,Southampton,0.0,3639.0,4.5,0.0,0.0,0.0
Simon Adingra,Brighton,0.6,42932.0,5.3,2.0,1.89,1.93
Solly March,Brighton,0.0,635.0,6.5,0.0,0.0,0.0
Son Heung-min,Spurs,2.8,827283.0,9.9,4.59,4.65,4.71
Stefan Bajčetić Maquieira,Liverpool,0.0,4955.0,4.5,0.0,0.0,0.0
Stephy Mavididi,Leicester,1.4,82320.0,5.3,3.15,2.98,3.14
Sávio 'Savinho' Moreira de Oliveira,Man City,2.0,145230.0,6.5,4.1,4.02,4.29
Tawanda Chirewa,Wolves,0.0,3939.0,4.5,0.0,0.0,0.0
Thomas Partey,Arsenal,2.0,111149.0,5.0,2.34,2.61,2.62
Tim Iroegbunam,Everton,0.2,69282.0,4.5,0.0,0.0,0.0
Timo Werner,Spurs,2.0,18934.0,6.2,2.41,2.43,2.48
Toby Collyer,Man Utd,0.0,6132.0,4.5,1.42,1.42,1.41
Tom Cairney,Fulham,0.8,3572.0,4.8,1.88,1.9,1.82
Tommy Doyle,Wolves,1.8,5310.0,4.8,2.16,2.15,2.14
Tomáš Souček,West Ham,1.4,239519.0,4.9,2.77,2.75,2.74
Tony Yogane,Brentford,0.0,1432.0,4.5,0.0,0.0,0.0
Tyler Adams,Bournemouth,0.6,1444.0,4.9,2.27,2.27,2.29
Tyler Dibling,Southampton,0.8,311826.0,4.6,2.51,2.52,2.49
Tyler Morton,Liverpool,0.0,18996.0,4.4,0.0,0.0,0.0
Vitaly Janelt,Brentford,5.0,47738.0,4.9,3.58,3.87,3.61
Wanya Marçal-Madivádua,Leicester,0.0,1875.0,4.5,0.0,0.0,0.0
Wes Burns,Ipswich,1.2,3977.0,4.9,1.25,1.3,1.26
Wilfred Ndidi,Leicester,2.0,51336.0,5.0,2.95,3.02,3.03
Will Alves,Leicester,0.0,10622.0,4.5,0.0,0.0,0.0
Will Hughes,Crystal Palace,1.0,3438.0,4.9,1.93,1.98,1.9
Will Smallbone,Southampton,0.2,2600.0,5.0,0.0,0.0,0.0
Wilson Odobert,Spurs,0.0,2708.0,5.3,0.0,0.0,0.0
Yankuba Minteh,Brighton,1.4,60255.0,5.2,2.11,2.15,2.12
Yasin Ayari,Brighton,1.2,2971.0,5.0,2.44,2.04,2.08
Yehor Yarmoliuk,Brentford,0.8,342964.0,4.4,0.0,0.0,0.0
Youri Tielemans,Aston Villa,3.0,149716.0,5.5,3.24,3.37,3.18
Yunus Emre Konak,Brentford,0.4,8243.0,4.5,0.0,0.0,0.0
Yves Bissouma,Spurs,2.8,50162.0,4.9,2.52,2.52,2.52
Ângelo Gabriel Borges Damaceno,Chelsea,0.0,16554.0,4.5,0.0,0.0,0.0
