name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Carney Chukwuemeka,Chelsea,Manchester United,2022-10-22,True,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0.6,0.01,3.91,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,False,Brighton,,-0.39
Carney Chukwuemeka,Chelsea,Brighton,,False,0,,,,,0,,,0.0,0,0,0.6,0.01,3.58,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,True,Arsenal,,0.36
Carney Chukwuemeka,Chelsea,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.4,0.01,3.31,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,False,Newcastle United,,-0.34
Carney Chukwuemeka,Chelsea,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.4,0.01,3.07,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,True,Bournemouth,,1.46
Carney Chukwuemeka,Chelsea,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0.2,0.0,2.87,0.0,1.0,0.63,0.99,0.05,1.0,Chelsea,False,Nottingham Forest,,
Carney Chukwuemeka,Chelsea,Nottingham Forest,2023-01-01,False,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0.2,0.0,2.88,0.0,1.0,0.63,0.99,0.05,2.0,Chelsea,True,Manchester City,,-1.17
Carney Chukwuemeka,Chelsea,Manchester City,2023-01-05,True,68,0.0,0.18,0.0,0.04,2,2.0,1.0,6.3,0,0,0.6,0.04,6.71,0.0,1.0,0.63,0.99,0.05,1.0,Chelsea,False,Fulham,,1.37
Carney Chukwuemeka,Chelsea,Fulham,2023-01-12,False,11,0.0,0.0,0.0,0.05,1,0.0,1.0,1.7,0,0,0.8,0.04,6.94,0.0,1.0,0.63,0.99,0.05,3.0,Chelsea,True,Crystal Palace,,0.81
Carney Chukwuemeka,Chelsea,Crystal Palace,2023-01-15,True,62,0.0,0.03,0.0,0.0,3,1.0,0.0,2.1,0,1,1.4,0.04,9.84,0.0,1.0,0.63,0.99,0.05,1.0,Chelsea,False,Liverpool,,-1.33
Carney Chukwuemeka,Chelsea,Liverpool,2023-01-21,False,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,0,1.6,0.04,9.75,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,True,Fulham,,-0.3
Carney Chukwuemeka,Chelsea,Fulham,,True,0,,,,,0,,,0.0,0,0,1.4,0.04,9.29,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,False,West Ham,,0.14
Carney Chukwuemeka,Chelsea,West Ham,,False,0,,,,,0,,,0.0,0,0,1.0,0.01,8.86,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,True,Southampton,,-0.38
Carney Chukwuemeka,Chelsea,Southampton,,True,0,,,,,0,,,0.0,0,0,0.8,0.01,8.48,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,False,Tottenham,,-0.03
Carney Chukwuemeka,Chelsea,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.2,0.0,8.12,0.0,1.0,0.63,0.99,0.05,1.0,Chelsea,True,Leicester City,,0.83
Carney Chukwuemeka,Chelsea,Leicester City,2023-03-04,True,15,0.0,0.0,0.0,0.0,1,0.0,0.0,1.1,0,0,0.2,0.0,8.4,0.0,1.0,0.63,0.99,0.05,1.0,Chelsea,False,Leeds United,,-0.8
Carney Chukwuemeka,Chelsea,Leeds United,2023-03-11,False,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0.4,0.0,8.38,0.0,1.0,0.63,0.99,0.05,1.0,Chelsea,True,Everton,,0.34
Carney Chukwuemeka,Chelsea,Everton,2023-03-18,True,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0.6,0.0,8.22,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,True,Aston Villa,,0.55
Carney Chukwuemeka,Chelsea,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.6,0.0,7.93,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,True,Liverpool,,-0.53
Carney Chukwuemeka,Chelsea,Liverpool,,True,0,,,,,0,,,0.0,0,0,0.6,0.0,7.66,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,False,Wolverhampton,,-0.46
Carney Chukwuemeka,Chelsea,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.4,0.0,7.4,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,True,Brighton,,-0.71
Carney Chukwuemeka,Chelsea,Brighton,,True,0,,,,,0,,,0.0,0,0,0.2,0.0,7.16,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,True,Brentford,,0.69
Carney Chukwuemeka,Chelsea,Brentford,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,6.94,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,False,Arsenal,,-0.0
Carney Chukwuemeka,Chelsea,Arsenal,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,6.73,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,False,Bournemouth,,0.19
Carney Chukwuemeka,Chelsea,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,6.53,0.0,1.0,0.63,0.99,0.05,0.0,Chelsea,True,Nottingham Forest,,
Carney Chukwuemeka,Chelsea,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,6.34,0.0,1.0,0.63,0.99,0.05,1.0,Chelsea,False,Manchester City,,-1.26
Carney Chukwuemeka,Chelsea,Manchester City,2023-05-21,False,9,0.0,0.0,0.0,0.04,1,0.0,1.0,1.4,0,0,0.2,0.0,6.42,0.0,1.0,0.63,0.99,0.05,2.0,Chelsea,False,Manchester United,,-0.1
Carney Chukwuemeka,Chelsea,Manchester United,2023-05-25,False,81,0.0,0.03,0.0,0.0,2,1.0,0.0,2.0,0,1,0.6,0.01,8.43,0.0,1.0,0.63,0.99,0.05,1.0,Chelsea,True,Newcastle United,,0.73
Carney Chukwuemeka,Chelsea,Newcastle United,2023-05-28,True,30,0.0,0.0,0.0,0.37,1,0.0,4.0,0.0,0,0,0.8,0.01,9.0,0.0,1.0,0.63,0.99,0.05,1.0,Chelsea,True,Liverpool,,-0.53
