name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points
Tyrone Mings,Aston Villa,Brighton,2022-11-13,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,0.66,1,2.0,0.0,78.0,0.23,1.38,1.43,0.31,0,1.0
Tyrone Mings,Aston Villa,Liverpool,2022-12-26,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,3,2.75,1,2.6,0.0,78.75,0.21,1.38,1.43,0.31,0,5.0
Tyrone Mings,Aston Villa,Tottenham,2023-01-01,False,90,0.0,0.0,0.0,0.0,5,0.0,0.0,1.1,0,1,0,0.42,1,1.6,0.0,79.41,0.27,1.38,1.43,0.31,0,7.0
Tyrone Mings,Aston Villa,Wolverhampton,2023-01-04,True,90,0.0,0.0,1.0,0.32,7,0.0,1.0,5.0,2,0,1,0.85,1,3.0,0.2,80.0,0.25,1.38,1.43,0.31,0,2.0
Tyrone Mings,Aston Villa,Leicester City,2023-01-13,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,0,1,2.38,1,3.2,0.2,80.53,0.24,1.38,1.43,0.31,0,6.0
Tyrone Mings,Aston Villa,Southampton,2023-01-21,False,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.5,0,1,0,0.41,1,4.2,0.2,81.0,0.28,1.38,1.43,0.31,0,0.0
Tyrone Mings,Aston Villa,Leeds United,2023-02-04,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.6,0,0,4,2.25,1,4.0,0.2,81.43,0.26,1.38,1.43,0.31,0,0.0
Tyrone Mings,Aston Villa,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,3.0,0.2,77.73,0.26,1.38,1.43,0.31,0,0.0
Tyrone Mings,Aston Villa,Arsenal,2023-02-18,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.2,0,0,4,3.28,1,1.6,0.0,78.26,0.25,1.38,1.43,0.31,0,7.0
Tyrone Mings,Aston Villa,Everton,2023-02-25,False,90,0.0,0.0,0.0,0.0,7,0.0,0.0,2.2,1,1,0,1.71,1,2.6,0.0,78.75,0.29,1.38,1.43,0.31,0,8.0
Tyrone Mings,Aston Villa,Crystal Palace,2023-03-04,True,90,0.0,0.0,0.0,0.0,8,0.0,0.0,1.4,2,1,0,0.17,1,3.0,0.0,79.2,0.32,1.38,1.43,0.31,0,2.0
Tyrone Mings,Aston Villa,West Ham,2023-03-12,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.7,0,0,1,2.22,1,3.4,0.0,79.62,0.3,1.38,1.43,0.31,0,12.0
Tyrone Mings,Aston Villa,Bournemouth,2023-03-18,True,90,0.0,0.57,1.0,0.72,12,2.0,2.0,9.4,3,1,0,0.59,1,5.8,0.31,80.0,0.33,1.38,1.43,0.31,0,8.0
Tyrone Mings,Aston Villa,Chelsea,2023-04-01,False,90,0.0,0.0,0.0,0.0,8,0.0,0.0,2.6,2,1,0,2.09,1,7.4,0.31,80.36,0.36,1.38,1.43,0.31,0,2.0
Tyrone Mings,Aston Villa,Leeds United,2023-04-04,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.8,0,0,1,0.48,1,6.4,0.31,80.69,0.35,1.38,1.43,0.31,0,6.0
Tyrone Mings,Aston Villa,Nottingham Forest,2023-04-08,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.2,0,1,0,0.25,1,6.0,0.31,81.0,0.37,1.38,1.43,0.31,0,6.0
Tyrone Mings,Aston Villa,Newcastle United,2023-04-15,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,3.4,0,1,0,0.54,1,6.8,0.31,81.29,0.39,1.38,1.43,0.31,0,2.0
Tyrone Mings,Aston Villa,Brentford,2023-04-22,False,90,0.0,0.01,0.0,0.0,2,1.0,0.0,2.1,0,0,1,2.75,1,4.8,0.0,81.56,0.38,1.38,1.43,0.31,0,15.0
Tyrone Mings,Aston Villa,Fulham,2023-04-25,True,90,1.0,0.07,0.0,0.0,15,1.0,0.0,7.9,3,1,0,0.1,1,6.2,0.02,81.82,0.4,1.38,1.43,0.31,0,2.0
Tyrone Mings,Aston Villa,Manchester United,2023-04-30,False,90,0.0,0.13,0.0,0.0,2,1.0,0.0,2.4,0,0,1,1.19,1,6.2,0.04,82.06,0.39,1.38,1.43,0.31,0,1.0
Tyrone Mings,Aston Villa,Wolverhampton,2023-05-06,False,90,0.0,0.4,0.0,0.0,1,1.0,0.0,2.0,0,0,1,0.69,1,5.2,0.12,82.29,0.38,1.38,1.43,0.31,0,2.0
Tyrone Mings,Aston Villa,Tottenham,2023-05-13,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.4,0,0,1,1.36,1,4.4,0.12,82.5,0.36,1.38,1.43,0.31,0,1.0
Tyrone Mings,Aston Villa,Liverpool,2023-05-20,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.6,0,0,1,0.75,1,4.2,0.12,82.7,0.35,1.38,1.43,0.31,0,1.0
Tyrone Mings,Aston Villa,Brighton,2023-05-28,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,1.49,1,1.4,0.11,82.89,0.34,1.38,1.43,0.31,0,0.0
