name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jonathan Panzo,Nott'm Forest,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,False,Brighton,,-0.6
Jonathan Panzo,Nott'm Forest,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,False,Luton,,
Jonathan Panzo,Nott'm Forest,Luton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,True,Crystal Palace,,0.88
Jonathan Panzo,Nott'm Forest,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,True,Fulham,,-0.13
Jonathan Panzo,Nott'm Forest,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,False,Tottenham,,-0.36
Jonathan Panzo,Nott'm Forest,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,True,Wolverhampton,,0.05
Jonathan Panzo,Nott'm Forest,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,False,Everton,,-0.24
Jonathan Panzo,Nott'm Forest,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,True,Manchester City,,-0.96
Jonathan Panzo,Nott'm Forest,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,False,Sheffield,,-0.61
Jonathan Panzo,Nott'm Forest,Sheffield,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,True,Chelsea,,-0.25
Jonathan Panzo,Nott'm Forest,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,0.0,Nott'm Forest,False,Burnley,,0.0
Jonathan Panzo,Nott'm Forest,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.4,0.12,0,0.0,,Nott'm Forest,True,Bournemouth,,1.22
